"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2024 Selected Category Schema: WOS Selected Open Access: N Selected ISSN/eISSNs: Multiple Indicator: Custom"

Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2024 JIF,2024 JCI,5 Year JIF,% of Citable OA,% of Articles in Citable items,Citable Items
"International Journal of Knowledge Management Studies","INT J KNOWL MAN STUD","INDERSCIENCE ENTERPRISES LTD","1743-8268","1743-8276","MANAGEMENT","ESCI","198","1.6","0.29","N/A","0"%,"90"%,"20",
"Hospitality & Society","HOSP SOC","INTELLECT LTD","2042-7913","2042-7921","HOSPITALITY, LEISURE, SPORT & TOURISM","ESCI","192","1","0.22","1.1","2.78"%,"100"%,"14",
"International Journal of Information Security and Privacy","INT J INF SECUR PRIV","IGI GLOBAL","1930-1650","1930-1669","COMPUTER SCIENCE, SOFTWARE ENGINEERING","ESCI","185","0.9","0.23","0.8","32.73"%,"100"%,"20",
"International Journal of Economic Theory","INT J ECON THEORY","WILEY","1742-7355","1742-7363","ECONOMICS","SSCI","179","0.7","0.21","0.6","20.55"%,"100"%,"24",
"International Journal of Information Systems and Supply Chain Management","INT J INF SYST SUPPL","IGI GLOBAL","1935-5726","1935-5734","MANAGEMENT","ESCI","177","1","0.26","0.9","93.48"%,"96.55"%,"29",
"INTERNATIONAL JOURNAL OF COOPERATIVE INFORMATION SYSTEMS","INT J COOP INF SYST","WORLD SCIENTIFIC PUBL CO PTE LTD","0218-8430","1793-6365","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","173","0.8","0.19","0.7","0"%,"100"%,"13",
"International Journal of Healthcare Information Systems and Informatics","INT J HEALTHC INF SY","IGI GLOBAL","1555-3396","1555-340X","MEDICAL INFORMATICS","ESCI","171","0.4","0.19","0.9","97.67"%,"100"%,"17",
"Environmental and Planning Law Journal","ENVIRON PLAN LAW J","LAWBOOK CO LTD","0813-300X","0813-300X","LAW","ESCI","169","0.2","0.26","0.3","0"%,"100"%,"13",
"International Journal of Enterprise Information Systems","INT J ENTERP INF SYS","IGI GLOBAL","1548-1115","1548-1123","COMPUTER SCIENCE, INFORMATION SYSTEMS","ESCI","166","0.4","0.26","1.2","100"%,"N/A","0",
"Indian Growth and Development Review","INDIAN GROWTH DEV RE","EMERALD GROUP PUBLISHING LTD","1753-8254","1753-8262","DEVELOPMENT STUDIES","ESCI","159","1","0.33","1.3","0"%,"100"%,"20",
"Hong Kong Law Journal","HONG KONG LAW J","SWEET MAXWELL LTD","0378-0600","N/A","LAW","SSCI","152","0.2","0.23","0.2","0"%,"100"%,"23",
"International Journal of Knowledge and Learning","INT J KNOWL LEARN","INDERSCIENCE ENTERPRISES LTD","1741-1009","1741-1017","EDUCATION & EDUCATIONAL RESEARCH","ESCI","133","0.8","0.41","0.8","0"%,"100"%,"33",
"International Journal of Intelligent Information Technologies","INT J INTELL INF TEC","IGI GLOBAL","1548-3657","1548-3665","COMPUTER SCIENCE, INFORMATION SYSTEMS","ESCI","133","0.6","0.15","0.7","94"%,"100"%,"21",
"International Real Estate Review","INT REAL ESTATE REV","GLOBAL SOCIAL SCIENCE INST","2154-8919","2154-8919","ECONOMICS","ESCI","126","0.3","0.11","0.4","0"%,"90"%,"20",
"European Journal of Comparative Economics","EUR J COMP ECON","UNIV CARLO CATTANEO","1824-2979","1824-2979","EDUCATION & EDUCATIONAL RESEARCH","ESCI","124","0.3","0.17","0.7","0"%,"100"%,"5",
"EJournal of Tax Research","EJOURNAL TAX RES","UNIV NEW SOUTH WALES, FAC LAW","1448-2398","1448-2398","LAW","ESCI","122","0.4","0.54","0.2","0"%,"100"%,"19",
"International Journal of Asian Studies","INT J ASIAN STUD","CAMBRIDGE UNIV PRESS","1479-5914","1479-5922","ASIAN STUDIES","AHCI","121","0.6","1.63","0.6","63.33"%,"100"%,"29",
"HITOTSUBASHI JOURNAL OF ECONOMICS","HITOTSUB J ECON","HITOTSUBASHI UNIV","0018-280X","2436-097X","ECONOMICS","SSCI","120","0.2","0.08","0.5","0"%,"100"%,"9",
"Indonesian Journal of Sustainability Accounting and Management","INDONES J SUSTAIN AC","UNIV PASUNDAN","2597-6214","2597-6222","BUSINESS, FINANCE","ESCI","119","0.3","0.15","0.5","72.5"%,"N/A","0",
"Indonesian Journal of Sustainability Accounting and Management","INDONES J SUSTAIN AC","UNIV PASUNDAN","2597-6214","2597-6222","MANAGEMENT","ESCI","119","0.3","0.15","0.5","72.5"%,"N/A","0",
"Irish Journal of Management","IR J MANAG","SCIENDO","1649-248X","2451-2834","MANAGEMENT","ESCI","118","0.7","0.18","0.8","84.62"%,"100"%,"3",
"International Journal of Computational Economics and Econometrics","INT J COMPUT ECON EC","INDERSCIENCE ENTERPRISES LTD","1757-1170","1757-1189","ECONOMICS","ESCI","112","0.3","0.1","0.3","1.56"%,"100"%,"21",
"Insolvency Law Journal","INSOLV LAW J","LAWBOOK CO LTD","1039-3293","1039-3293","LAW","ESCI","102","0.7","0.43","0.7","0"%,"100"%,"17",
"Economists Voice","ECON VOICE","WALTER DE GRUYTER GMBH","2194-6167","1553-3832","ECONOMICS","ESCI","97","0.9","0.29","0.7","29.58"%,"100"%,"26",
"International Journal of Information Technology and Web Engineering","INT J INF TECHNOL WE","IGI GLOBAL","1554-1045","1554-1053","COMPUTER SCIENCE, INFORMATION SYSTEMS","ESCI","95","0.8","0.17","0.6","100"%,"100"%,"13",
"International Insolvency Review","INT INSOLV REV","WILEY","1180-0518","1099-1107","BUSINESS, FINANCE","SSCI","84","0.3","0.4","0.4","45.28"%,"100"%,"15",
"International Insolvency Review","INT INSOLV REV","WILEY","1180-0518","1099-1107","LAW","SSCI","84","0.3","0.4","0.4","45.28"%,"100"%,"15",
"Gospodarka Narodowa-The Polish Journal of Economics","GOSPOD NARODOWA","SZKOLA GLOWNA HANDLOWA, KOLEGIUM ANALIZ EKONOMICZNYCH","0867-0005","2300-5238","ECONOMICS","ESCI","84","0.2","0.08","0.4","92.31"%,"100"%,"20",
"International Review of Information Ethics","INT REV INF ETHICS","INT CENTER INFORMATION ETHICS","1614-1687","1614-1687","ETHICS","ESCI","83","0.6","0.13","0.4","0"%,"95"%,"20",
"Homo Oeconomicus-Journal of Behavioral and Institutional Economics","HOMO OECON","SPRINGER HEIDELBERG","0943-0180","2366-6161","ECONOMICS","ESCI","65","0.4","0.1","0.4","56"%,"100"%,"2",
"History of Economics Review","HIST ECON REV","TAYLOR & FRANCIS LTD","1037-0196","1838-6318","ECONOMICS","ESCI","62","0.3","0.2","N/A","28.95"%,"100"%,"12",
"History of Economics Review","HIST ECON REV","TAYLOR & FRANCIS LTD","1037-0196","1838-6318","HISTORY OF SOCIAL SCIENCES","ESCI","62","0.3","0.2","N/A","28.95"%,"100"%,"12",
"History of Economic Thought and Policy","HIST ECON THOUGHT PO","FRANCO ANGELI","2240-9971","2280-188X","ECONOMICS","ESCI","35","0.2","0.04","0.2","0"%,"91.67"%,"12",

Copyright (c) 2025 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
