"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2024 Selected Category Schema: WOS Selected Open Access: N Selected ISSN/eISSNs: Multiple Indicator: Custom"

Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2024 JIF,2024 JCI,5 Year JIF,% of Citable OA,% of Articles in Citable items,Citable Items
"Labor-Studies in Working-Class History of the Americas","LABOR","DUKE UNIV PRESS","1547-6715","1558-1454","INDUSTRIAL RELATIONS & LABOR","ESCI","167","0.3","0.11","0.4","0"%,"95.83"%,"24",
"South African Journal of Accounting Research","S AFR J ACCOUNT RES","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1029-1954","2376-3981","BUSINESS, FINANCE","ESCI","165","1.4","0.31","1.7","29.73"%,"95"%,"20",
"Legal Issues of Economic Integration","LEG ISS ECON INTEGR","KLUWER LAW INT","1566-6573","1875-6433","LAW","ESCI","156","0.6","0.83","0.8","0"%,"93.75"%,"16",
"Malaysian Journal of Economic Studies","MALAYS J ECON STUD","PERSATUAN EKONOMI MALAYSIA","1511-4554","1511-4554","ECONOMICS","ESCI","155","0.6","0.16","0.8","0"%,"100"%,"20",
"Law and Financial Markets Review","LAW FINANC MARK REV","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1752-1440","1752-1459","LAW","ESCI","148","0.9","1.13","1","40.82"%,"100"%,"18",
"POLITICKA EKONOMIE","POLIT EKON","Prague Univ Economics and Business","0032-3233","2336-8225","ECONOMICS","SSCI","139","0.4","0.18","0.3","97.94"%,"100"%,"38",
"POLITICKA EKONOMIE","POLIT EKON","Prague Univ Economics and Business","0032-3233","2336-8225","POLITICAL SCIENCE","SSCI","139","0.4","0.18","0.3","97.94"%,"100"%,"38",
"Legal Education Review","LEG EDUC REV","AUSTRALASIAN LAW TEACHERS ASSOC","1033-2839","1839-3713","EDUCATION & EDUCATIONAL RESEARCH","ESCI","134","1.8","0.64","1.5","0"%,"83.33"%,"12",
"Statute Law Review","STATUTE LAW REV","OXFORD UNIV PRESS","0144-3593","1464-3863","LAW","ESCI","131","0.2","0.26","0.2","24.73"%,"100"%,"54",
"SOUTH AFRICAN STATISTICAL JOURNAL","S AFR STAT J","SOUTH AFRICAN STATISTICAL ASSOC","0038-271X","1996-8450","STATISTICS & PROBABILITY","ESCI","96","<0.1","0.07","0.2","55.56"%,"100"%,"6",
"Review of Economic Analysis","REV ECON ANAL","DIGITAL INITIATIVES UNIV WATERLOO LIB","1973-3909","1973-3909","ECONOMICS","ESCI","92","0.5","0.22","0.6","1.61"%,"100"%,"18",
"Journal of Time Series Econometrics","J TIME SER ECONOM","WALTER DE GRUYTER GMBH","2194-6507","1941-1928","SOCIAL SCIENCES, MATHEMATICAL METHODS","ESCI","74","0.1","0.23","0.7","7.14"%,"100"%,"5",
"Labour History Review","LABOUR HIST REV","LIVERPOOL UNIV PRESS","0961-5652","1745-8188","HISTORY","AHCI","67","0.1","0.84","0.2","0"%,"77.78"%,"9",
"South Asian Journal of Macroeconomics and Public Finance","S ASIAN J MACROEC PU","SAGE PUBLICATIONS INDIA PVT LTD","2277-9787","2321-0273","ECONOMICS","ESCI","61","0.3","0.16","0.8","9.09"%,"100"%,"7",
"REVUE D ETUDES COMPARATIVES EST-OUEST","REV ETUD COMP EST-O","PRESSES UNIV FRANCE","0338-0599","N/A","ECONOMICS","SSCI","57","0.2","0.02","0.2","0"%,"100"%,"6",
"Manchester Journal of International Economic Law","MANCH J INT ECON LAW","ELECTRONIC PUBL LTD","1742-3945","1742-3945","ECONOMICS","ESCI","46","0.2","0.16","0.3","0"%,"93.33"%,"15",
"Manchester Journal of International Economic Law","MANCH J INT ECON LAW","ELECTRONIC PUBL LTD","1742-3945","1742-3945","LAW","ESCI","46","0.2","0.16","0.3","0"%,"93.33"%,"15",

Copyright (c) 2025 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
