Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2024 JIF,2024 JCI,5 Year JIF,% of Citable OA,% of Articles in Citable items,Citable Items
"Journal of Business Analytics","J BUS ANAL","TAYLOR & FRANCIS LTD","2573-234X","2573-2358","OPERATIONS RESEARCH & MANAGEMENT SCIENCE","ESCI","176","1.6","0.41","1.5","14.81"%,"100"%,"17",
"Zhurnal Novaya Ekonomicheskaya Assotsiatsiya-Journal of the New Economic Association","ZH NOVAYA EKON ASSOT","CONSAS CONFERENCE","2221-2264","2221-2264","ECONOMICS","ESCI","140","0.3","0.11","0.3","98.32"%,"100"%,"60",
"Journal of Credit Risk","J CREDIT RISK","INCISIVE MEDIA","1744-6619","1755-9723","BUSINESS, FINANCE","SSCI","139","0.3","0.11","0.5","0"%,"100"%,"9",
"Journal of Interdisciplinary Economics","J INTERDISC ECON","SAGE PUBLICATIONS INDIA PVT LTD","0260-1079","2321-5305","ECONOMICS","ESCI","135","0.7","0.19","0.9","8.57"%,"100"%,"8",
"Journal of Applied Sport Management","J APPL SPORT MANAG","SAGAMORE PUBLISHING LLC","2327-0179","2327-0187","HOSPITALITY, LEISURE, SPORT & TOURISM","ESCI","132","0.5","0.12","0.6","0"%,"100"%,"20",
"Journal of Operational Risk","J OPER RISK","INCISIVE MEDIA","1744-6740","1755-2710","BUSINESS, FINANCE","SSCI","127","0.8","0.18","0.7","0"%,"100"%,"12",
"Journal of Insurance Issues","J INSUR ISS","WESTERN RISK & INSURANCE ASSOC","1531-6076","2332-4244","BUSINESS, FINANCE","ESCI","95","0.4","0.11","0.7","0"%,"N/A","0",
"Journal of the Statistical and Social Inquiry Society of Ireland","J STAT SOC INQ SO I","STATISTICAL & SOCIAL INQUIRY SOC IRELAND","0081-4776","0081-4776","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","81","0.3","0.09","0.4","0"%,"100"%,"15",
"Journal of Public Finance and Public Choice","J PUBLIC FINANC PUBL","BRISTOL UNIV PRESS & POLICY PRESS","2515-6918","2515-6926","ECONOMICS","ESCI","80","0.9","0.39","N/A","15"%,"100"%,"10",
"Journal of Public Finance and Public Choice","J PUBLIC FINANC PUBL","BRISTOL UNIV PRESS & POLICY PRESS","2515-6918","2515-6926","POLITICAL SCIENCE","ESCI","80","0.9","0.39","N/A","15"%,"100"%,"10",
"Journal of Tax Administration","J TAX ADM","UNIV EXETER BUSINESS SCH","2059-190X","2059-190X","BUSINESS, FINANCE","ESCI","68","0.1","0.03","0.4","0"%,"85.71"%,"7",
"Journal of Banking and Finance Law and Practice","J BANK FINANC LAW PR","LAWBOOK CO LTD","1034-3040","1034-3040","LAW","ESCI","28","0.2","0.23","0.2","0"%,"100"%,"14",
"Journal of the Australasian Tax Teachers Association","J AUSTRALAS TAX TEAC","AUSTRALASIAN TAX TEACHERS ASSOC","1832-911X","1832-911X","ECONOMICS","ESCI","20","0.1","0.07","0.2","0"%,"N/A","0",
"Journal of Inter-Organizational Relationships","J INTER-ORGAN RELATS","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2694-3980","2694-3999","BUSINESS","ESCI","12","0.9","0.12","0.7","0"%,"N/A","0",

Copyright (c) 2025 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
