Title,Year,Type,Journal Name,Article URL,Researcher Name,Profile URL,Job Title,Field
The impact of global financial crisis on regulation S private debt market,2021,Journals,International Review of Economics and Finance,http://espace.library.uq.edu.au/view/UQ:2e02b76,Xin Yu,https://business.uq.edu.au/profile/2201/xin-yu,Associate Professor,Accounting,D
Political connections and media slant,2021,Journals,International Review of Economics & Finance,http://espace.library.uq.edu.au/view/UQ:7ee1874,Xin Yu,https://business.uq.edu.au/profile/2201/xin-yu,Associate Professor,Accounting,D
Evidence of an Inverted U-Shaped Relationship between Stakeholder Management Performance Variation and Firm Performance,2021,Journals,Business Ethics Quarterly,http://espace.library.uq.edu.au/view/UQ:c206e5c,Xin Yu,https://business.uq.edu.au/profile/2201/xin-yu,Associate Professor,Accounting,D
All for one or all for three: Empirical evidence of paradox theory in the triple-bottom-line,2020,Journals,Journal of Cleaner Production,http://espace.library.uq.edu.au/view/UQ:be8ec87,Xin Yu,https://business.uq.edu.au/profile/2201/xin-yu,Associate Professor,Accounting,D
Why do investors not punish politically connected firms for financial misrepresentation?: A legitimacy-based perspective,2020,Journals,Accounting Research Journal,http://espace.library.uq.edu.au/view/UQ:f264641,Xin Yu,https://business.uq.edu.au/profile/2201/xin-yu,Associate Professor,Accounting,D
The spillover effect of financial information in mergers and acquisitions,2020,Journals,British Accounting Review,http://espace.library.uq.edu.au/view/UQ:c295b0e,Xin Yu,https://business.uq.edu.au/profile/2201/xin-yu,Associate Professor,Accounting,D
Incumbent stakeholder management performance and new entry,2020,Journals,Journal of Business Ethics,http://espace.library.uq.edu.au/view/UQ:f5cc77f,Xin Yu,https://business.uq.edu.au/profile/2201/xin-yu,Associate Professor,Accounting,D
Paving the way for children: family firm succession and corporate philanthropy in China,2019,Journals,Journal of Business Finance and Accounting,http://espace.library.uq.edu.au/view/UQ:eaad2ca,Xin Yu,https://business.uq.edu.au/profile/2201/xin-yu,Associate Professor,Accounting,D
Foreign direct investment comovement and home country institutions,2019,Journals,Journal of Business Research,http://espace.library.uq.edu.au/view/UQ:6a590fc,Xin Yu,https://business.uq.edu.au/profile/2201/xin-yu,Associate Professor,Accounting,D
The value of political ties for firms experiencing enforcement actions: evidence from China,2018,Journals,British Accounting Review,http://espace.library.uq.edu.au/view/UQ:55d07fa,Xin Yu,https://business.uq.edu.au/profile/2201/xin-yu,Associate Professor,Accounting,D
How to measure capital investment efficiency: a literature synthesis,2018,Journals,Accounting and Finance,http://espace.library.uq.edu.au/view/UQ:725814,Xin Yu,https://business.uq.edu.au/profile/2201/xin-yu,Associate Professor,Accounting,D
Corporate philanthropy and bank loans in China,2015,Journals,Pacific Basin Finance Journal,http://espace.library.uq.edu.au/view/UQ:356583,Xin Yu,https://business.uq.edu.au/profile/2201/xin-yu,Associate Professor,Accounting,D
"Corporate governance, political connections, and intra-industry effects: evidence from corporate scandals in China",2014,Journals,Financial Management,http://espace.library.uq.edu.au/view/UQ:340882,Xin Yu,https://business.uq.edu.au/profile/2201/xin-yu,Associate Professor,Accounting,D
Innovation or imitation? The role of intellectual property rights protections,2013,Journals,Journal of Multinational Financial Management,http://espace.library.uq.edu.au/view/UQ:311888,Xin Yu,https://business.uq.edu.au/profile/2201/xin-yu,Associate Professor,Accounting,D
"Property rights, R&D spillovers and corporate accounting transparency in China",2013,Journals,Emerging Markets Review,http://espace.library.uq.edu.au/view/UQ:311948,Xin Yu,https://business.uq.edu.au/profile/2201/xin-yu,Associate Professor,Accounting,D
Government intervention and investment comovement: Chinese evidence,2013,Journals,Journal of Business Finance and Accounting,http://espace.library.uq.edu.au/view/UQ:302573,Xin Yu,https://business.uq.edu.au/profile/2201/xin-yu,Associate Professor,Accounting,D
IPO underpricing to retain family control under concentrated ownership: Evidence from Hong Kong,2012,Journals,Journal of Business Finance and Accounting,http://espace.library.uq.edu.au/view/UQ:311949,Xin Yu,https://business.uq.edu.au/profile/2201/xin-yu,Associate Professor,Accounting,D
An empirical study on predicting the financial distress of unlisted firms: evidence from China,2011,Journals,International Journal of Management Accounting Research,http://espace.library.uq.edu.au/view/UQ:311950,Xin Yu,https://business.uq.edu.au/profile/2201/xin-yu,Associate Professor,Accounting,D
An empirical analysis on spatial reasoning capabilities of large multimodal models,2024,Conference Paper,,http://espace.library.uq.edu.au/view/UQ:3a07041,Xin Yu,https://business.uq.edu.au/profile/2201/xin-yu,Associate Professor,Accounting,D
The final frontier? Mechanisms to stimulate investment in the commercial space travel industry,2024,Journals,Accounting Auditing and Accountability Journal,http://espace.library.uq.edu.au/view/UQ:604f9e4,Robyn King,https://business.uq.edu.au/profile/230/robyn-king,Associate Professor,Accounting,D
Private equity investment in private for-profit healthcare in Australia and New Zealand: a scoping review,2023,Journals,Asia Pacific Journal of Health Management,http://espace.library.uq.edu.au/view/UQ:91871b6,Robyn King,https://business.uq.edu.au/profile/230/robyn-king,Associate Professor,Accounting,D
Using colour-coded digital annotation for enhanced case-based learning outcomes,2022,Journals,Accounting Education,http://espace.library.uq.edu.au/view/UQ:c9e41a4,Robyn King,https://business.uq.edu.au/profile/230/robyn-king,Associate Professor,Accounting,D
"Institutional logics, technology affordances and hybrid professionals: developing a billing app for hospital physicians",2022,Journals,Research in the Sociology of Organizations,http://espace.library.uq.edu.au/view/UQ:329e19d,Robyn King,https://business.uq.edu.au/profile/230/robyn-king,Associate Professor,Accounting,D
Combining accountability forms: transparency and “intelligent” accountability in a public service organization,2021,Journals,"Accounting, Auditing and Accountability Journal",http://espace.library.uq.edu.au/view/UQ:e5932d3,Robyn King,https://business.uq.edu.au/profile/230/robyn-king,Associate Professor,Accounting,D
Funds transfer pricing and segment profitability—the case of Adriatic Bank,2021,Journals,IMA Educational Case Journal,http://espace.library.uq.edu.au/view/UQ:2351881,Robyn King,https://business.uq.edu.au/profile/230/robyn-king,Associate Professor,Accounting,D
"Management controls, heterarchy and innovation: a case study of a start-up company",2019,Journals,"Accounting, Auditing and Accountability Journal",http://espace.library.uq.edu.au/view/UQ:c9c2cd4,Robyn King,https://business.uq.edu.au/profile/230/robyn-king,Associate Professor,Accounting,D
An investigation of the relation between ownership structure and management control in professional service organisations,2019,Journals,Journal of Accounting and Organizational Change,http://espace.library.uq.edu.au/view/UQ:44254f5,Robyn King,https://business.uq.edu.au/profile/230/robyn-king,Associate Professor,Accounting,D
Healthcare management research: the central role of practice managers,2017,Journals,The Practice Manager,http://espace.library.uq.edu.au/view/UQ:531366,Robyn King,https://business.uq.edu.au/profile/230/robyn-king,Associate Professor,Accounting,D
"Management control system design, ownership, and performance in professional service organisations",2015,Journals,"Accounting, Organizations and Society",http://espace.library.uq.edu.au/view/UQ:365444,Robyn King,https://business.uq.edu.au/profile/230/robyn-king,Associate Professor,Accounting,D
Longitudinal analysis of practice manager salary survey 2005-2013,2015,Journals,The Practice Manager,http://espace.library.uq.edu.au/view/UQ:353501,Robyn King,https://business.uq.edu.au/profile/230/robyn-king,Associate Professor,Accounting,D
"Management control system design, GP ownership and performance",2013,Journals,The Practice Manager Journal,http://espace.library.uq.edu.au/view/UQ:312218,Robyn King,https://business.uq.edu.au/profile/230/robyn-king,Associate Professor,Accounting,D
Governance of primary healthcare practices: Australian insights,2012,Journals,Business Horizons,http://espace.library.uq.edu.au/view/UQ:279464,Robyn King,https://business.uq.edu.au/profile/230/robyn-king,Associate Professor,Accounting,D
Budgeting practices and performance in small healthcare businesses,2010,Journals,Management Accounting Research,http://espace.library.uq.edu.au/view/UQ:195061,Robyn King,https://business.uq.edu.au/profile/230/robyn-king,Associate Professor,Accounting,D
Budget use in small healthcare businesses in Australia,2008,Journals,The Practice Manager,http://espace.library.uq.edu.au/view/UQ:158975,Robyn King,https://business.uq.edu.au/profile/230/robyn-king,Associate Professor,Accounting,D
Pracware survey report,2014,Research Report,,http://espace.library.uq.edu.au/view/UQ:342294,Robyn King,https://business.uq.edu.au/profile/230/robyn-king,Associate Professor,Accounting,D
"Management control system design, ownership and performance in primary healthcare: A transaction cost economics perspective",2012,Theses,,http://espace.library.uq.edu.au/view/UQ:298022,Robyn King,https://business.uq.edu.au/profile/230/robyn-king,Associate Professor,Accounting,D
Budget use in small healthcare businesses in Australia,2006,Theses,,http://espace.library.uq.edu.au/view/UQ:222583,Robyn King,https://business.uq.edu.au/profile/230/robyn-king,Associate Professor,Accounting,D
Does professional accounting qualification matter for the provision of accounting services?,2013,Book Chapters,,http://espace.library.uq.edu.au/view/UQ:274cab1,Sergeja Slapnicar,https://business.uq.edu.au/profile/2386/sergeja-slapnicar,,Accounting,
"Objective rewarding, managerial motivation and organizational commitment: the intervening role of justice",2008,Book Chapters,,http://espace.library.uq.edu.au/view/UQ:bb22d8e,Sergeja Slapnicar,https://business.uq.edu.au/profile/2386/sergeja-slapnicar,,Accounting,
Organizational culture and managerial control after an international acquisition,2007,Book Chapters,,http://espace.library.uq.edu.au/view/UQ:fcc99b4,Sergeja Slapnicar,https://business.uq.edu.au/profile/2386/sergeja-slapnicar,,Accounting,
Aligning performance measurement and incentive systems to improve financial performance,2006,Book Chapters,,http://espace.library.uq.edu.au/view/UQ:d381319,Sergeja Slapnicar,https://business.uq.edu.au/profile/2386/sergeja-slapnicar,,Accounting,
Reporting on corporate social responsibility,2006,Book Chapters,,http://espace.library.uq.edu.au/view/UQ:608ce8c,Sergeja Slapnicar,https://business.uq.edu.au/profile/2386/sergeja-slapnicar,,Accounting,
Determinants of performance measurement system design and corporate financial performance,2004,Book Chapters,,http://espace.library.uq.edu.au/view/UQ:695dac7,Sergeja Slapnicar,https://business.uq.edu.au/profile/2386/sergeja-slapnicar,,Accounting,
Process Theory of Supplier Cyber Risk Assessment,2025,Journals,Australasian Journal of Information Systems,http://espace.library.uq.edu.au/view/UQ:8375736,Sergeja Slapnicar,https://business.uq.edu.au/profile/2386/sergeja-slapnicar,,Accounting,
Contrasting the optimal resource allocation to cybersecurity and cyber insurance using prospect theory versus expected utility theory,2025,Journals,Computers and Security,http://espace.library.uq.edu.au/view/UQ:e6cd405,Sergeja Slapnicar,https://business.uq.edu.au/profile/2386/sergeja-slapnicar,,Accounting,
Cybersecurity assurance,2024,Journals,Internal Auditor,http://espace.library.uq.edu.au/view/UQ:32ab122,Sergeja Slapnicar,https://business.uq.edu.au/profile/2386/sergeja-slapnicar,,Accounting,
Key drivers of cybersecurity audit effectiveness: A neo-institutional perspective,2024,Journals,International Journal of Auditing,http://espace.library.uq.edu.au/view/UQ:0f9e725,Sergeja Slapnicar,https://business.uq.edu.au/profile/2386/sergeja-slapnicar,,Accounting,
The three lines model in cybersecurity governance and risk management,2024,Journals,ISACA Journal,http://espace.library.uq.edu.au/view/UQ:88cd9f3,Sergeja Slapnicar,https://business.uq.edu.au/profile/2386/sergeja-slapnicar,,Accounting,
A pathway model to five lines of accountability in cybersecurity governance,2023,Journals,International Journal of Accounting Information Systems,http://espace.library.uq.edu.au/view/UQ:f595eb3,Sergeja Slapnicar,https://business.uq.edu.au/profile/2386/sergeja-slapnicar,,Accounting,
Designing a financial quantification model for cyber risk: a case study in a bank,2023,Journals,Safety Science,http://espace.library.uq.edu.au/view/UQ:55e9a09,Sergeja Slapnicar,https://business.uq.edu.au/profile/2386/sergeja-slapnicar,,Accounting,
"Governing cybersecurity from the boardroom: challenges, drivers, and ways ahead",2022,Journals,Computers and Security,http://espace.library.uq.edu.au/view/UQ:036fed1,Sergeja Slapnicar,https://business.uq.edu.au/profile/2386/sergeja-slapnicar,,Accounting,
How Effective Is Your Cybersecurity Audit?,2022,Journals,ISACA Journal,http://espace.library.uq.edu.au/view/UQ:2a18974,Sergeja Slapnicar,https://business.uq.edu.au/profile/2386/sergeja-slapnicar,,Accounting,
