Title,Year,Type,Journal Name,Article URL,Researcher Name,Profile URL
Can lenders discern managerial ability from luck? Evidence from bank loan contracts,2018,Journals,Journal of Banking & Finance,http://dx.doi.org/10.1016/j.jbankfin.2017.09.023,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Corporate Social Responsibility and Firm Financial Performance: The Mediating Role of Productivity,2018,Journals,Journal of Business Ethics,http://dx.doi.org/10.1007/s10551-016-3066-1,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Differences make a difference: Diversity in social learning and value creation,2018,Journals,Journal of Corporate Finance,http://dx.doi.org/10.1016/j.jcorpfin.2017.11.015,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Do venture capital firms benefit from a presence on boards of directors of mature public companies?,2018,Journals,Journal of Corporate Finance,http://dx.doi.org/10.1016/j.jcorpfin.2017.04.018,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Does it pay to get connected? An examination of bank alliance network and bond spread,2018,Journals,Journal of Economics and Business,http://dx.doi.org/10.1016/j.jeconbus.2017.12.003,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Private benefits of control and bank loan contracts,2018,Journals,Journal of Corporate Finance,http://dx.doi.org/10.1016/j.jcorpfin.2018.01.006,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
"Secrecy, information shocks, and corporate investment: Evidence from European Union countries",2018,Journals,"Journal of International Financial Markets, Institutions and Money",http://dx.doi.org/10.1016/j.intfin.2017.11.002,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Should banks diversify or focus? Know thyself: The role of abilities,2018,Journals,Economic Systems,http://dx.doi.org/10.1016/j.ecosys.2017.12.001,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
State enforceability of noncompete agreements: Regulations that stifle productivity!,2018,Journals,Human Resource Management,http://dx.doi.org/10.1002/hrm.21840,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
The role of auditors in merger and acquisition completion time,2018,Journals,International Journal of Auditing,http://dx.doi.org/10.1111/ijau.12142,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
What Type of Finance Matters for Growth? Bayesian Model Averaging Evidence,2018,Journals,The World Bank Economic Review,http://dx.doi.org/10.1093/wber/lhw029,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
"Bank financing, institutions and regional entrepreneurial activities: Evidence from China",2017,Journals,International Review of Economics and Finance,http://dx.doi.org/10.1016/j.iref.2017.01.013,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Bank Market Power and Loan Contracts: Empirical Evidence,2017,Journals,Economic Notes,http://dx.doi.org/10.1111/ecno.12091,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Bank overall financial strength: Islamic versus conventional banks,2017,Journals,Economic Modelling,http://dx.doi.org/10.1016/j.econmod.2017.03.026,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Do local banking market structures matter for SME financing and performance? New evidence from an emerging economy,2017,Journals,Journal of Banking & Finance,http://dx.doi.org/10.1016/j.jbankfin.2017.03.009,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Do managerial risk-taking incentives influence firms' exchange rate exposure?,2017,Journals,Journal of Corporate Finance,http://dx.doi.org/10.1016/j.jcorpfin.2017.06.015,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Does Social Capital Matter in Corporate Decisions? Evidence from Corporate Tax Avoidance,2017,Journals,Journal of Accounting Research,http://dx.doi.org/10.1111/1475-679X.12159,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Enforceability of noncompetition agreements and firm innovation: does state regulation matter?,2017,Journals,"Innovation: Management, policy & practice",http://dx.doi.org/10.1080/14479338.2016.1276410,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Non-linearity in the finance-growth nexus: Evidence from Indonesia,2017,Journals,International Economics,http://dx.doi.org/10.1016/j.inteco.2016.11.003,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Politically connected firms in Poland and their access to bank financing,2017,Journals,Communist and Post-Communist Studies,http://dx.doi.org/10.1016/j.postcomstud.2017.10.003,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Real effects of bank capital regulations: Global evidence,2017,Journals,Journal of Banking & Finance,http://dx.doi.org/10.1016/j.jbankfin.2016.11.022,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Social Capital and Debt Contracting: Evidence from Bank Loans and Public Bonds,2017,Journals,Journal of Financial and Quantitative Analysis,http://dx.doi.org/10.1017/S0022109017000205,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
The Effect of Board Directors from Countries with Different Genetic Diversity Levels on Corporate Performance,2017,Journals,Management Science,http://dx.doi.org/10.1287/mnsc.2015.2299,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
The Impacts of Intellectual Property Rights Protection on Cross-Border M&As,2017,Journals,Quarterly Journal of Finance,http://dx.doi.org/10.1142/S2010139217500057,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
The Risk-Taking Channel of Monetary Policy in the U.S.: Evidence from Corporate Loan Data,2017,Journals,"Journal of Money, Credit and Banking",http://dx.doi.org/10.1111/jmcb.12372,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
A cross-country study of legal-system strength and real earnings management,2016,Journals,Journal of Accounting and Public Policy,http://dx.doi.org/10.1016/j.jaccpubpol.2016.06.004,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
"Abnormal real operations, real earnings management, and subsequent crashes in stock prices",2016,Journals,Review of Quantitative Finance and Accounting,http://dx.doi.org/10.1007/s11156-014-0468-y,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
CEO political preference and corporate tax sheltering,2016,Journals,Journal of Corporate Finance,http://dx.doi.org/10.1016/j.jcorpfin.2016.03.003,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Evidence for the existence of downward real-activity earnings management,2016,Journals,"Journal of Accounting, Auditing and Finance",http://dx.doi.org/10.1177/0148558X15582086,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Finance-growth nexus and dual-banking systems: Relative importance of Islamic banks,2016,Journals,Journal of Economic Behavior and Organization,http://dx.doi.org/10.1016/j.jebo.2016.03.005,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
In Search of Concepts: The Effects of Speculative Demand on Stock Returns,2016,Journals,European Financial Management,http://dx.doi.org/10.1111/eufm.12067,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
"Regulations, institutions and income smoothing by managing technical reserves: International evidence from the insurance industry",2016,Journals,Omega,http://dx.doi.org/10.1016/j.omega.2015.05.010,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Relative peer quality and firm performance,2016,Journals,Journal of Financial Economics,http://dx.doi.org/10.1016/j.jfineco.2016.06.002,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Should competition policy in banking be amended during crises? Lessons from the EU,2016,Journals,European Journal of Law and Economics,http://dx.doi.org/10.1007/s10657-013-9391-2,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
The Determinants of Global Bank Credit-Default-Swap Spreads,2016,Journals,Journal of Financial Services Research,http://dx.doi.org/10.1007/s10693-015-0232-z,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Urban Agglomeration and CEO Compensation,2016,Journals,Journal of Financial and Quantitative Analysis,http://dx.doi.org/10.1017/S0022109016000752,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
"Venture capital investment, regional innovation and new business creation: A research note",2016,Journals,"International Journal of Banking, Accounting and Finance",http://dx.doi.org/10.1504/IJBAAF.2016.080483,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
When do peers matter?: A cross-country perspective,2016,Journals,Journal of International Money and Finance,http://dx.doi.org/10.1016/j.jimonfin.2016.06.009,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
"Banking Structure, Marketization, and Small Business Development: Regional Evidence From China",2015,Journals,Pacific Economic Review,http://dx.doi.org/10.1111/1468-0106.12118,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Banks' Risk Endogenous to Strategic Management Choices,2015,Journals,British Journal of Management,http://dx.doi.org/10.1111/1467-8551.12111,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Corporate disclosure and financing arrangements: Evidence from syndicated loans in emerging markets,2015,Journals,Asian Review of Accounting,http://dx.doi.org/10.1108/ARA-01-2014-0020,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
"Corporate social responsibility, stakeholder risk, and idiosyncratic volatility",2015,Journals,Journal of Corporate Finance,http://dx.doi.org/10.1016/j.jcorpfin.2015.09.007,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Distribution strategy and movie performance: an empirical note,2015,Journals,Eurasian Economic Review: a journal in applied macroeconomics and finance,http://dx.doi.org/10.1007/s40822-015-0023-8,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Earnings and capital management and signaling: the use of loan-loss provisions by European banks,2015,Journals,European Journal of Finance,http://dx.doi.org/10.1080/1351847X.2012.762408,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Effects of corporate and country governance on R&D investment: Evidence from emerging markets,2015,Journals,Singapore Economic Review,http://dx.doi.org/10.1142/S0217590815500034,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Gender Differences in Financial Reporting Decision Making: Evidence from Accounting Conservatism,2015,Journals,Contemporary Accounting Research,http://dx.doi.org/10.1111/1911-3846.12098,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Impact of compensation structure and managerial incentives on bank risk taking,2015,Journals,European Journal of Operational Research,http://dx.doi.org/10.1016/j.ejor.2014.10.031,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
"Investor protections, capital markets, and economic growth: The African experience",2015,Journals,Advances in Financial Economics,http://dx.doi.org/10.1108/S1569-373220150000018008,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
"Monitoring the ""invisible"" hand of market discipline: Capital adequacy revisited",2015,Journals,Journal of Banking & Finance,http://dx.doi.org/10.1016/j.jbankfin.2014.03.029,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
New Small Firms and Dimensions of Economic Performance,2015,Journals,Economic Development Quarterly,http://dx.doi.org/10.1177/0891242414562829,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Professors in the Boardroom and Their Impact on Corporate Governance and Firm Performance,2015,Journals,Financial Management,http://dx.doi.org/10.1111/fima.12069,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
Small banks and local economic development,2015,Journals,Review of Finance,http://dx.doi.org/10.1093/rof/rfu003,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
The effects of ratings-contingent regulation on international bank lending behavior: Evidence from the Basel 2 Accord,2015,Journals,Journal of Banking & Finance,http://dx.doi.org/10.1016/j.jbankfin.2015.04.016,Iftekhar Hasan,https://sydney.edu.au/business/about/our-people/academic-staff/iftekhar.hasan.html
